"";"Age_population";"Sexe_population";"Effectif_population";"id_population"
"733";"[75,80)";"F";"10371";733
"734";"[80,85)";"F";"9607";734
"735";"[85,90)";"F";"7093";735
"736";"[90,95)";"F";"3401";736
"737";"[16,20)";"H";"13465.6";737
"738";"[20,25)";"H";"13429";738
"739";"[25,30)";"H";"13781";739
"740";"[30,35)";"H";"15308";740
"741";"[35,40)";"H";"17119";741
"742";"[40,45)";"H";"19896";742
"743";"[45,50)";"H";"19680";743
"744";"[50,55)";"H";"19977";744
"745";"[55,60)";"H";"20357";745
"746";"[60,65)";"H";"21753";746
"747";"[65,70)";"H";"17331";747
"748";"[70,75)";"H";"12408";748
"749";"[75,80)";"H";"11464";749
"750";"[80,85)";"H";"8752";750
"751";"[85,90)";"H";"4633";751
"752";"[90,95)";"H";"1462";752
"753";"[16,20)";"F";"12422.4";753
"754";"[20,25)";"F";"12110";754
"755";"[25,30)";"F";"13405";755
"756";"[30,35)";"F";"15654";756
"757";"[35,40)";"F";"17138";757
"758";"[40,45)";"F";"19692";758
"759";"[45,50)";"F";"19461";759
"760";"[50,55)";"F";"20290";760
"761";"[55,60)";"F";"20783";761
"762";"[60,65)";"F";"23008";762
"763";"[65,70)";"F";"19202";763
"764";"[70,75)";"F";"14795";764
"765";"[75,80)";"F";"15859";765
"766";"[80,85)";"F";"14296";766
"767";"[85,90)";"F";"10212";767
"768";"[90,95)";"F";"4511";768
"769";"[16,20)";"H";"8532.8";769
"770";"[20,25)";"H";"8595";770
"771";"[25,30)";"H";"8836";771
"772";"[30,35)";"H";"9918";772
"773";"[35,40)";"H";"10859";773
"774";"[40,45)";"H";"13266";774
"775";"[45,50)";"H";"14291";775
"776";"[50,55)";"H";"14701";776
"777";"[55,60)";"H";"15137";777
"778";"[60,65)";"H";"16352";778
"779";"[65,70)";"H";"13814";779
"780";"[70,75)";"H";"9811";780
"781";"[75,80)";"H";"9001";781
"782";"[80,85)";"H";"7289";782
"783";"[85,90)";"H";"4026";783
"784";"[90,95)";"H";"1478";784
"785";"[16,20)";"F";"7834.4";785
"786";"[20,25)";"F";"8172";786
"787";"[25,30)";"F";"8778";787
"788";"[30,35)";"F";"10191";788
"789";"[35,40)";"F";"11419";789
"790";"[40,45)";"F";"13894";790
"791";"[45,50)";"F";"14786";791
"792";"[50,55)";"F";"15073";792
"793";"[55,60)";"F";"15860";793
"794";"[60,65)";"F";"17448";794
"795";"[65,70)";"F";"14427";795
"796";"[70,75)";"F";"10981";796
"797";"[75,80)";"F";"11236";797
"798";"[80,85)";"F";"10676";798
"799";"[85,90)";"F";"7860";799
"800";"[90,95)";"F";"3677";800
"801";"[16,20)";"H";"13196";801
"802";"[20,25)";"H";"18092";802
"803";"[25,30)";"H";"17403";803
"804";"[30,35)";"H";"17541";804
"805";"[35,40)";"H";"16734";805
"806";"[40,45)";"H";"18304";806
"807";"[45,50)";"H";"17941";807
"808";"[50,55)";"H";"16650";808
"809";"[55,60)";"H";"15880";809
"810";"[60,65)";"H";"15970";810
"811";"[65,70)";"H";"12520";811
"812";"[70,75)";"H";"8906";812
"813";"[75,80)";"H";"7678";813
"814";"[80,85)";"H";"5851";814
"815";"[85,90)";"H";"3008";815
"816";"[90,95)";"H";"990";816
"817";"[16,20)";"F";"13106.4";817
"818";"[20,25)";"F";"17241";818
"819";"[25,30)";"F";"17024";819
"820";"[30,35)";"F";"16833";820
"821";"[35,40)";"F";"16459";821
"822";"[40,45)";"F";"18092";822
"823";"[45,50)";"F";"17723";823
"824";"[50,55)";"F";"17285";824
"825";"[55,60)";"F";"17145";825
"826";"[60,65)";"F";"16859";826
"827";"[65,70)";"F";"13573";827
"828";"[70,75)";"F";"10303";828
"829";"[75,80)";"F";"10142";829
"830";"[80,85)";"F";"8889";830
"831";"[85,90)";"F";"5924";831
"832";"[90,95)";"F";"2643";832
"833";"[16,20)";"H";"11700";833
"834";"[20,25)";"H";"12859";834
"835";"[25,30)";"H";"12952";835
"836";"[30,35)";"H";"13995";836
"837";"[35,40)";"H";"14612";837
"838";"[40,45)";"H";"16751";838
"839";"[45,50)";"H";"17362";839
"840";"[50,55)";"H";"16220";840
"841";"[55,60)";"H";"15797";841
"842";"[60,65)";"H";"15870";842
"843";"[65,70)";"H";"13138";843
"844";"[70,75)";"H";"9536";844
"845";"[75,80)";"H";"7980";845
"846";"[80,85)";"H";"5955";846
"847";"[85,90)";"H";"3344";847
"848";"[90,95)";"H";"1262";848
"849";"[16,20)";"F";"10712";849
"850";"[20,25)";"F";"12079";850
"851";"[25,30)";"F";"13479";851
"852";"[30,35)";"F";"14622";852
"853";"[35,40)";"F";"14922";853
"854";"[40,45)";"F";"17635";854
"855";"[45,50)";"F";"17842";855
"856";"[50,55)";"F";"17207";856
"857";"[55,60)";"F";"16529";857
"858";"[60,65)";"F";"16887";858
"859";"[65,70)";"F";"14509";859
"860";"[70,75)";"F";"10816";860
"861";"[75,80)";"F";"10324";861
"862";"[80,85)";"F";"8849";862
"863";"[85,90)";"F";"6214";863
"864";"[90,95)";"F";"2891";864
"865";"[16,20)";"H";"14313.6";865
"866";"[20,25)";"H";"15125";866
"867";"[25,30)";"H";"16063";867
"868";"[30,35)";"H";"18164";868
"869";"[35,40)";"H";"19394";869
"870";"[40,45)";"H";"21640";870
"871";"[45,50)";"H";"20878";871
"872";"[50,55)";"H";"20192";872
"873";"[55,60)";"H";"19365";873
"874";"[60,65)";"H";"19175";874
"875";"[65,70)";"H";"14041";875
"876";"[70,75)";"H";"9174";876
"877";"[75,80)";"H";"7953";877
"878";"[80,85)";"H";"5660";878
"879";"[85,90)";"H";"3036";879
"880";"[90,95)";"H";"960";880
"881";"[16,20)";"F";"13577.6";881
"882";"[20,25)";"F";"14406";882
"883";"[25,30)";"F";"16819";883
"884";"[30,35)";"F";"19074";884
"885";"[35,40)";"F";"19426";885
"886";"[40,45)";"F";"21610";886
"887";"[45,50)";"F";"20839";887
"888";"[50,55)";"F";"20319";888
"889";"[55,60)";"F";"20305";889
"890";"[60,65)";"F";"19870";890
"891";"[65,70)";"F";"14819";891
"892";"[70,75)";"F";"10643";892
"893";"[75,80)";"F";"10630";893
"894";"[80,85)";"F";"9232";894
"895";"[85,90)";"F";"6248";895
"896";"[90,95)";"F";"2803";896
"897";"[16,20)";"H";"10030.4";897
"898";"[20,25)";"H";"11155";898
"899";"[25,30)";"H";"11613";899
"900";"[30,35)";"H";"12940";900
"901";"[35,40)";"H";"13776";901
"902";"[40,45)";"H";"15248";902
"903";"[45,50)";"H";"15206";903
"904";"[50,55)";"H";"14371";904
"905";"[55,60)";"H";"14170";905
"906";"[60,65)";"H";"14142";906
"907";"[65,70)";"H";"10272";907
"908";"[70,75)";"H";"7159";908
"909";"[75,80)";"H";"6194";909
"910";"[80,85)";"H";"4776";910
"911";"[85,90)";"H";"2987";911
"912";"[90,95)";"H";"1017";912
"913";"[16,20)";"F";"9176.8";913
"914";"[20,25)";"F";"10520";914
"915";"[25,30)";"F";"12108";915
"916";"[30,35)";"F";"13455";916
"917";"[35,40)";"F";"13900";917
"918";"[40,45)";"F";"15126";918
"919";"[45,50)";"F";"15119";919
"920";"[50,55)";"F";"14788";920
"921";"[55,60)";"F";"14611";921
"922";"[60,65)";"F";"14510";922
"923";"[65,70)";"F";"11027";923
"924";"[70,75)";"F";"8240";924
"925";"[75,80)";"F";"8211";925
"926";"[80,85)";"F";"7339";926
"927";"[85,90)";"F";"5176";927
"928";"[90,95)";"F";"2455";928
"929";"[16,20)";"H";"21368";929
"930";"[20,25)";"H";"25875";930
"931";"[25,30)";"H";"24531";931
"932";"[30,35)";"H";"25990";932
"933";"[35,40)";"H";"27605";933
"934";"[40,45)";"H";"31487";934
"935";"[45,50)";"H";"30672";935
"936";"[50,55)";"H";"31526";936
"937";"[55,60)";"H";"30507";937
"938";"[60,65)";"H";"30237";938
"939";"[65,70)";"H";"23110";939
"940";"[70,75)";"H";"16112";940
"941";"[75,80)";"H";"15006";941
"942";"[80,85)";"H";"11028";942
"943";"[85,90)";"H";"5707";943
"944";"[90,95)";"H";"1903";944
"945";"[16,20)";"F";"19400";945
"946";"[20,25)";"F";"22818";946
"947";"[25,30)";"F";"22942";947
"948";"[30,35)";"F";"25513";948
"949";"[35,40)";"F";"26745";949
"950";"[40,45)";"F";"30500";950
"951";"[45,50)";"F";"30632";951
"952";"[50,55)";"F";"31059";952
"953";"[55,60)";"F";"31294";953
"954";"[60,65)";"F";"32588";954
"955";"[65,70)";"F";"25900";955
"956";"[70,75)";"F";"20380";956
"957";"[75,80)";"F";"21928";957
"958";"[80,85)";"F";"19718";958
"959";"[85,90)";"F";"13801";959
"960";"[90,95)";"F";"5875";960
"961";"[16,20)";"H";"17237.6";961
"962";"[20,25)";"H";"19194";962
"963";"[25,30)";"H";"18270";963
"964";"[30,35)";"H";"19813";964
"965";"[35,40)";"H";"20741";965
"966";"[40,45)";"H";"24550";966
"967";"[45,50)";"H";"25173";967
"968";"[50,55)";"H";"24484";968
"969";"[55,60)";"H";"23856";969
"970";"[60,65)";"H";"24531";970
"971";"[65,70)";"H";"20358";971
"972";"[70,75)";"H";"14350";972
"973";"[75,80)";"H";"12120";973
"974";"[80,85)";"H";"9365";974
"975";"[85,90)";"H";"4918";975
"976";"[90,95)";"H";"1789";976
"977";"[16,20)";"F";"16506.4";977
"978";"[20,25)";"F";"18224";978
"979";"[25,30)";"F";"19006";979
"980";"[30,35)";"F";"21510";980
"981";"[35,40)";"F";"21690";981
"982";"[40,45)";"F";"25993";982
"983";"[45,50)";"F";"26827";983
"984";"[50,55)";"F";"26288";984
"985";"[55,60)";"F";"25696";985
"986";"[60,65)";"F";"26244";986
"987";"[65,70)";"F";"22659";987
"988";"[70,75)";"F";"16407";988
"989";"[75,80)";"F";"15382";989
"990";"[80,85)";"F";"13844";990
"991";"[85,90)";"F";"9791";991
"992";"[90,95)";"F";"4605";992
"993";"[16,20)";"H";"33685.6";993
"994";"[20,25)";"H";"50310";994
"995";"[25,30)";"H";"47252";995
"996";"[30,35)";"H";"48051";996
"997";"[35,40)";"H";"44097";997
"998";"[40,45)";"H";"45761";998
"999";"[45,50)";"H";"45125";999
"1000";"[50,55)";"H";"40860";1000
"1001";"[55,60)";"H";"36520";1001
"1002";"[60,65)";"H";"33274";1002
"1003";"[65,70)";"H";"26288";1003
"1004";"[70,75)";"H";"18311";1004
"1005";"[75,80)";"H";"16146";1005
"1006";"[80,85)";"H";"12595";1006
"1007";"[85,90)";"H";"6773";1007
"1008";"[90,95)";"H";"2600";1008
"1009";"[16,20)";"F";"33337.6";1009
"1010";"[20,25)";"F";"51417";1010
"1011";"[25,30)";"F";"46525";1011
"1012";"[30,35)";"F";"45476";1012
"1013";"[35,40)";"F";"43404";1013
"1014";"[40,45)";"F";"46014";1014
"1015";"[45,50)";"F";"46151";1015
"1016";"[50,55)";"F";"42052";1016
"1017";"[55,60)";"F";"38418";1017
"1018";"[60,65)";"F";"37181";1018
"1019";"[65,70)";"F";"30171";1019
"1020";"[70,75)";"F";"21591";1020
"1021";"[75,80)";"F";"21076";1021
"1022";"[80,85)";"F";"19097";1022
"1023";"[85,90)";"F";"13741";1023
"1024";"[90,95)";"F";"6579";1024
"1025";"[16,20)";"H";"3920.8";1025
"1026";"[20,25)";"H";"3846";1026
"1027";"[25,30)";"H";"3965";1027
"1028";"[30,35)";"H";"4474";1028
"1029";"[35,40)";"H";"5105";1029
"1030";"[40,45)";"H";"6449";1030
"1031";"[45,50)";"H";"6778";1031
"1032";"[50,55)";"H";"6859";1032
"1033";"[55,60)";"H";"6910";1033
"1034";"[60,65)";"H";"7359";1034
"1035";"[65,70)";"H";"5795";1035
"1036";"[70,75)";"H";"4405";1036
"1037";"[75,80)";"H";"4196";1037
"1038";"[80,85)";"H";"3543";1038
"1039";"[85,90)";"H";"2030";1039
"1040";"[90,95)";"H";"765";1040
"1041";"[16,20)";"F";"3612";1041
"1042";"[20,25)";"F";"3445";1042
"1043";"[25,30)";"F";"3916";1043
"1044";"[30,35)";"F";"4606";1044
"1045";"[35,40)";"F";"5304";1045
"1046";"[40,45)";"F";"6516";1046
"1047";"[45,50)";"F";"6859";1047
"1048";"[50,55)";"F";"7053";1048
"1049";"[55,60)";"F";"7182";1049
"1050";"[60,65)";"F";"7311";1050
"1051";"[65,70)";"F";"6192";1051
"1052";"[70,75)";"F";"4894";1052
"1053";"[75,80)";"F";"4849";1053
"1054";"[80,85)";"F";"4694";1054
"1055";"[85,90)";"F";"3461";1055
"1056";"[90,95)";"F";"1541";1056
"1057";"[16,20)";"H";"37073.6";1057
"1058";"[20,25)";"H";"49871";1058
"1059";"[25,30)";"H";"45138";1059
"1060";"[30,35)";"H";"47488";1060
"1061";"[35,40)";"H";"48831";1061
"1062";"[40,45)";"H";"53721";1062
"1063";"[45,50)";"H";"50646";1063
"1064";"[50,55)";"H";"47682";1064
"1065";"[55,60)";"H";"45271";1065
"1066";"[60,65)";"H";"44980";1066
"1067";"[65,70)";"H";"34689";1067
"1068";"[70,75)";"H";"23274";1068
"1069";"[75,80)";"H";"20858";1069
"1070";"[80,85)";"H";"16069";1070
"1071";"[85,90)";"H";"9295";1071
"1072";"[90,95)";"H";"3481";1072
"1073";"[16,20)";"F";"37412";1073
"1074";"[20,25)";"F";"52290";1074
"1075";"[25,30)";"F";"46656";1075
"1076";"[30,35)";"F";"49042";1076
"1077";"[35,40)";"F";"49898";1077
"1078";"[40,45)";"F";"55476";1078
"1079";"[45,50)";"F";"53492";1079
"1080";"[50,55)";"F";"50612";1080
"1081";"[55,60)";"F";"49358";1081
"1082";"[60,65)";"F";"50118";1082
"1083";"[65,70)";"F";"39783";1083
"1084";"[70,75)";"F";"27461";1084
"1085";"[75,80)";"F";"27338";1085
"1086";"[80,85)";"F";"25938";1086
"1087";"[85,90)";"F";"18903";1087
"1088";"[90,95)";"F";"9251";1088
"1089";"[16,20)";"H";"27211.2";1089
"1090";"[20,25)";"H";"37358";1090
"1091";"[25,30)";"H";"32396";1091
"1092";"[30,35)";"H";"32347";1092
"1093";"[35,40)";"H";"32028";1093
"1094";"[40,45)";"H";"36358";1094
"1095";"[45,50)";"H";"35250";1095
"1096";"[50,55)";"H";"32793";1096
"1097";"[55,60)";"H";"31294";1097
"1098";"[60,65)";"H";"33243";1098
"1099";"[65,70)";"H";"29007";1099
"1100";"[70,75)";"H";"20562";1100
"1101";"[75,80)";"H";"17055";1101
"1102";"[80,85)";"H";"13133";1102
"1103";"[85,90)";"H";"7182";1103
"1104";"[90,95)";"H";"2590";1104
"1105";"[16,20)";"F";"26728";1105
"1106";"[20,25)";"F";"39438";1106
"1107";"[25,30)";"F";"33417";1107
"1108";"[30,35)";"F";"33910";1108
"1109";"[35,40)";"F";"33729";1109
"1110";"[40,45)";"F";"37881";1110
"1111";"[45,50)";"F";"38460";1111
"1112";"[50,55)";"F";"36536";1112
"1113";"[55,60)";"F";"35244";1113
"1114";"[60,65)";"F";"37602";1114
"1115";"[65,70)";"F";"32588";1115
"1116";"[70,75)";"F";"23157";1116
"1117";"[75,80)";"F";"21604";1117
"1118";"[80,85)";"F";"19622";1118
"1119";"[85,90)";"F";"13638";1119
"1120";"[90,95)";"F";"6827";1120
"1121";"[16,20)";"H";"26907.2";1121
"1122";"[20,25)";"H";"36099";1122
"1123";"[25,30)";"H";"31831";1123
"1124";"[30,35)";"H";"33987";1124
"1125";"[35,40)";"H";"33997";1125
"1126";"[40,45)";"H";"36237";1126
"1127";"[45,50)";"H";"34420";1127
"1128";"[50,55)";"H";"31790";1128
"1129";"[55,60)";"H";"29387";1129
"1130";"[60,65)";"H";"28244";1130
"1131";"[65,70)";"H";"20248";1131
"1132";"[70,75)";"H";"14887";1132
"1133";"[75,80)";"H";"13767";1133
"1134";"[80,85)";"H";"10580";1134
"1135";"[85,90)";"H";"5849";1135
"1136";"[90,95)";"H";"1963";1136
"1137";"[16,20)";"F";"26712.8";1137
"1138";"[20,25)";"F";"36016";1138
"1139";"[25,30)";"F";"31544";1139
"1140";"[30,35)";"F";"33321";1140
"1141";"[35,40)";"F";"33049";1141
"1142";"[40,45)";"F";"35294";1142
"1143";"[45,50)";"F";"34434";1143
"1144";"[50,55)";"F";"32293";1144
"1145";"[55,60)";"F";"30355";1145
"1146";"[60,65)";"F";"30180";1146
"1147";"[65,70)";"F";"23213";1147
"1148";"[70,75)";"F";"17825";1148
"1149";"[75,80)";"F";"18623";1149
"1150";"[80,85)";"F";"16701";1150
"1151";"[85,90)";"F";"11637";1151
"1152";"[90,95)";"F";"5248";1152
"1153";"[16,20)";"H";"4844";1153
"1154";"[20,25)";"H";"5036";1154
"1155";"[25,30)";"H";"4987";1155
"1156";"[30,35)";"H";"5426";1156
"1157";"[35,40)";"H";"6338";1157
"1158";"[40,45)";"H";"7576";1158
"1159";"[45,50)";"H";"7974";1159
"1160";"[50,55)";"H";"7934";1160
"1161";"[55,60)";"H";"8263";1161
"1162";"[60,65)";"H";"8685";1162
"1163";"[65,70)";"H";"6848";1163
"1164";"[70,75)";"H";"5104";1164
"1165";"[75,80)";"H";"4784";1165
"1166";"[80,85)";"H";"3939";1166
"1167";"[85,90)";"H";"2131";1167
"1168";"[90,95)";"H";"805";1168
"1169";"[16,20)";"F";"4300.8";1169
"1170";"[20,25)";"F";"4545";1170
"1171";"[25,30)";"F";"5109";1171
"1172";"[30,35)";"F";"5529";1172
"1173";"[35,40)";"F";"6397";1173
"1174";"[40,45)";"F";"7554";1174
"1175";"[45,50)";"F";"8091";1175
"1176";"[50,55)";"F";"7902";1176
"1177";"[55,60)";"F";"8344";1177
"1178";"[60,65)";"F";"8868";1178
"1179";"[65,70)";"F";"7450";1179
"1180";"[70,75)";"F";"5942";1180
"1181";"[75,80)";"F";"6388";1181
"1182";"[80,85)";"F";"5888";1182
"1183";"[85,90)";"F";"4208";1183
"1184";"[90,95)";"F";"1935";1184
"1185";"[16,20)";"H";"14971.2";1185
"1186";"[20,25)";"H";"18348";1186
"1187";"[25,30)";"H";"17156";1187
"1188";"[30,35)";"H";"17023";1188
"1189";"[35,40)";"H";"17941";1189
"1190";"[40,45)";"H";"20298";1190
"1191";"[45,50)";"H";"19929";1191
"1192";"[50,55)";"H";"19142";1192
"1193";"[55,60)";"H";"19068";1193
"1194";"[60,65)";"H";"18706";1194
"1195";"[65,70)";"H";"14196";1195
"1196";"[70,75)";"H";"10435";1196
"1197";"[75,80)";"H";"9748";1197
"1198";"[80,85)";"H";"7482";1198
"1199";"[85,90)";"H";"4376";1199
"1200";"[90,95)";"H";"1669";1200
"1201";"[16,20)";"F";"15198.4";1201
"1202";"[20,25)";"F";"19544";1202
"1203";"[25,30)";"F";"17046";1203
"1204";"[30,35)";"F";"17805";1204
"1205";"[35,40)";"F";"18168";1205
"1206";"[40,45)";"F";"20663";1206
"1207";"[45,50)";"F";"20602";1207
"1208";"[50,55)";"F";"19956";1208
"1209";"[55,60)";"F";"20025";1209
"1210";"[60,65)";"F";"20355";1210
"1211";"[65,70)";"F";"16379";1211
"1212";"[70,75)";"F";"12365";1212
"1213";"[75,80)";"F";"12656";1213
"1214";"[80,85)";"F";"11317";1214
"1215";"[85,90)";"F";"8261";1215
"1216";"[90,95)";"F";"4.00E+03";1216
"1217";"[16,20)";"H";"32973.6";1217
"1218";"[20,25)";"H";"41058";1218
"1219";"[25,30)";"H";"36658";1219
"1220";"[30,35)";"H";"38854";1220
"1221";"[35,40)";"H";"40168";1221
"1222";"[40,45)";"H";"44860";1222
"1223";"[45,50)";"H";"43757";1223
"1224";"[50,55)";"H";"39770";1224
"1225";"[55,60)";"H";"36554";1225
"1226";"[60,65)";"H";"34348";1226
"1227";"[65,70)";"H";"28275";1227
"1228";"[70,75)";"H";"19895";1228
"1229";"[75,80)";"H";"16256";1229
"1230";"[80,85)";"H";"12299";1230
"1231";"[85,90)";"H";"6523";1231
"1232";"[90,95)";"H";"2322";1232
"1233";"[16,20)";"F";"30294.4";1233
"1234";"[20,25)";"F";"38018";1234
"1235";"[25,30)";"F";"36069";1235
"1236";"[30,35)";"F";"39073";1236
"1237";"[35,40)";"F";"40775";1237
"1238";"[40,45)";"F";"44584";1238
"1239";"[45,50)";"F";"43309";1239
"1240";"[50,55)";"F";"40614";1240
"1241";"[55,60)";"F";"38622";1241
"1242";"[60,65)";"F";"37036";1242
"1243";"[65,70)";"F";"30469";1243
"1244";"[70,75)";"F";"22653";1244
"1245";"[75,80)";"F";"21038";1245
"1246";"[80,85)";"F";"18826";1246
"1247";"[85,90)";"F";"13027";1247
"1248";"[90,95)";"F";"5674";1248
"1249";"[16,20)";"H";"5913.6";1249
"1250";"[20,25)";"H";"6458";1250
"1251";"[25,30)";"H";"6436";1251
"1252";"[30,35)";"H";"7277";1252
"1253";"[35,40)";"H";"7576";1253
"1254";"[40,45)";"H";"9198";1254
"1255";"[45,50)";"H";"9377";1255
"1256";"[50,55)";"H";"8892";1256
"1257";"[55,60)";"H";"8757";1257
"1258";"[60,65)";"H";"8820";1258
"1259";"[65,70)";"H";"7045";1259
"1260";"[70,75)";"H";"5057";1260
"1261";"[75,80)";"H";"4357";1261
"1262";"[80,85)";"H";"3421";1262
"1263";"[85,90)";"H";"1983";1263
"1264";"[90,95)";"H";"746";1264
"1265";"[16,20)";"F";"5696.8";1265
"1266";"[20,25)";"F";"5724";1266
"1267";"[25,30)";"F";"6269";1267
"1268";"[30,35)";"F";"7382";1268
"1269";"[35,40)";"F";"7756";1269
"1270";"[40,45)";"F";"9240";1270
"1271";"[45,50)";"F";"9188";1271
"1272";"[50,55)";"F";"8972";1272
"1273";"[55,60)";"F";"8813";1273
"1274";"[60,65)";"F";"8934";1274
"1275";"[65,70)";"F";"7631";1275
"1276";"[70,75)";"F";"5699";1276
"1277";"[75,80)";"F";"5657";1277
"1278";"[80,85)";"F";"5378";1278
"1279";"[85,90)";"F";"3952";1279
"1280";"[90,95)";"F";"1875";1280
"1281";"[16,20)";"H";"8336.8";1281
"1282";"[20,25)";"H";"8752";1282
"1283";"[25,30)";"H";"9474";1283
"1284";"[30,35)";"H";"10857";1284
"1285";"[35,40)";"H";"12180";1285
"1286";"[40,45)";"H";"13992";1286
"1287";"[45,50)";"H";"14532";1287
"1288";"[50,55)";"H";"13582";1288
"1289";"[55,60)";"H";"13416";1289
"1290";"[60,65)";"H";"14168";1290
"1291";"[65,70)";"H";"11525";1291
"1292";"[70,75)";"H";"8466";1292
"1293";"[75,80)";"H";"7564";1293
"1294";"[80,85)";"H";"5517";1294
"1295";"[85,90)";"H";"2976";1295
"1296";"[90,95)";"H";"1029";1296
"1297";"[16,20)";"F";"7574.4";1297
"1298";"[20,25)";"F";"7970";1298
"1299";"[25,30)";"F";"9149";1299
"1300";"[30,35)";"F";"11123";1300
"1301";"[35,40)";"F";"12344";1301
"1302";"[40,45)";"F";"14487";1302
"1303";"[45,50)";"F";"14250";1303
"1304";"[50,55)";"F";"13902";1304
"1305";"[55,60)";"F";"14161";1305
"1306";"[60,65)";"F";"15393";1306
"1307";"[65,70)";"F";"12852";1307
"1308";"[70,75)";"F";"9305";1308
"1309";"[75,80)";"F";"9373";1309
"1310";"[80,85)";"F";"8262";1310
"1311";"[85,90)";"F";"5841";1311
"1312";"[90,95)";"F";"2689";1312
"1313";"[16,20)";"H";"7556";1313
"1314";"[20,25)";"H";"7681";1314
"1315";"[25,30)";"H";"7991";1315
"1316";"[30,35)";"H";"8683";1316
"1317";"[35,40)";"H";"9723";1317
"1318";"[40,45)";"H";"11368";1318
"1319";"[45,50)";"H";"11284";1319
"1320";"[50,55)";"H";"11035";1320
"1321";"[55,60)";"H";"11114";1321
"1322";"[60,65)";"H";"11644";1322
"1323";"[65,70)";"H";"9226";1323
"1324";"[70,75)";"H";"6604";1324
"1325";"[75,80)";"H";"6428";1325
"1326";"[80,85)";"H";"4923";1326
"1327";"[85,90)";"H";"2875";1327
"1328";"[90,95)";"H";"1140";1328
"1329";"[16,20)";"F";"6756.8";1329
"1330";"[20,25)";"F";"7266";1330
"1331";"[25,30)";"F";"7993";1331
"1332";"[30,35)";"F";"8925";1332
"1333";"[35,40)";"F";"9770";1333
"1334";"[40,45)";"F";"11463";1334
"1335";"[45,50)";"F";"11496";1335
"1336";"[50,55)";"F";"11265";1336
"1337";"[55,60)";"F";"11491";1337
"1338";"[60,65)";"F";"12395";1338
"1339";"[65,70)";"F";"9757";1339
"1340";"[70,75)";"F";"7671";1340
"1341";"[75,80)";"F";"8084";1341
"1342";"[80,85)";"F";"7362";1342
"1343";"[85,90)";"F";"5190";1343
"1344";"[90,95)";"F";"2544";1344
"1345";"[16,20)";"H";"18211.2";1345
"1346";"[20,25)";"H";"21868";1346
"1347";"[25,30)";"H";"20717";1347
"1348";"[30,35)";"H";"21855";1348
"1349";"[35,40)";"H";"22542";1349
"1350";"[40,45)";"H";"25365";1350
"1351";"[45,50)";"H";"24797";1351
"1352";"[50,55)";"H";"23647";1352
"1353";"[55,60)";"H";"23239";1353
"1354";"[60,65)";"H";"24038";1354
"1355";"[65,70)";"H";"19744";1355
"1356";"[70,75)";"H";"13674";1356
"1357";"[75,80)";"H";"12725";1357
"1358";"[80,85)";"H";"9220";1358
"1359";"[85,90)";"H";"5403";1359
"1360";"[90,95)";"H";"1841";1360
"1361";"[16,20)";"F";"17248";1361
"1362";"[20,25)";"F";"21716";1362
"1363";"[25,30)";"F";"20820";1363
"1364";"[30,35)";"F";"22209";1364
"1365";"[35,40)";"F";"21920";1365
"1366";"[40,45)";"F";"25194";1366
"1367";"[45,50)";"F";"24968";1367
"1368";"[50,55)";"F";"24784";1368
"1369";"[55,60)";"F";"25008";1369
"1370";"[60,65)";"F";"26020";1370
"1371";"[65,70)";"F";"21144";1371
"1372";"[70,75)";"F";"16445";1372
"1373";"[75,80)";"F";"17624";1373
"1374";"[80,85)";"F";"15893";1374
"1375";"[85,90)";"F";"11431";1375
"1376";"[90,95)";"F";"5074";1376
"1377";"[16,20)";"H";"5204";1377
"1378";"[20,25)";"H";"5219";1378
"1379";"[25,30)";"H";"5277";1379
"1380";"[30,35)";"H";"6026";1380
"1381";"[35,40)";"H";"6900";1381
"1382";"[40,45)";"H";"8080";1382
"1383";"[45,50)";"H";"8165";1383
"1384";"[50,55)";"H";"7909";1384
"1385";"[55,60)";"H";"7962";1385
"1386";"[60,65)";"H";"8300";1386
"1387";"[65,70)";"H";"6328";1387
"1388";"[70,75)";"H";"4573";1388
"1389";"[75,80)";"H";"4070";1389
"1390";"[80,85)";"H";"3019";1390
"1391";"[85,90)";"H";"1612";1391
"1392";"[90,95)";"H";"606";1392
"1393";"[16,20)";"F";"4672.8";1393
"1394";"[20,25)";"F";"4709";1394
"1395";"[25,30)";"F";"5062";1395
"1396";"[30,35)";"F";"6057";1396
"1397";"[35,40)";"F";"6800";1397
"1398";"[40,45)";"F";"7761";1398
"1399";"[45,50)";"F";"7919";1399
"1400";"[50,55)";"F";"7716";1400
"1401";"[55,60)";"F";"7903";1401
"1402";"[60,65)";"F";"7962";1402
"1403";"[65,70)";"F";"6691";1403
"1404";"[70,75)";"F";"5172";1404
"1405";"[75,80)";"F";"5393";1405
"1406";"[80,85)";"F";"4976";1406
"1407";"[85,90)";"F";"3537";1407
"1408";"[90,95)";"F";"1584";1408
"1409";"[16,20)";"H";"34324.8";1409
"1410";"[20,25)";"H";"42187";1410
"1411";"[25,30)";"H";"40076";1411
"1412";"[30,35)";"H";"43118";1412
"1413";"[35,40)";"H";"43856";1413
"1414";"[40,45)";"H";"47531";1414
"1415";"[45,50)";"H";"44265";1415
"1416";"[50,55)";"H";"42288";1416
"1417";"[55,60)";"H";"39462";1417
"1418";"[60,65)";"H";"38660";1418
"1419";"[65,70)";"H";"28914";1419
